1649263113;1649263129;8;8;16;100;init;15.786985;1288211920
1649263129;1649263129;8;8;16;100;vacuum;0.055612;209840
1649271604;1649271732;8;8;16;1000;init;128.434819;12880249008
1649271732;1649271732;8;8;16;1000;vacuum;0.073940;327680
1649280208;1649281288;8;8;16;7500;init;1080.258449;96600384320
1649281288;1649281288;8;8;16;7500;vacuum;0.223434;3865568
1649289896;1649289911;32;8;16;100;init;15.525655;1273020440
1649289911;1649289912;32;8;16;100;vacuum;0.061231;432360
1649298385;1649298517;32;8;16;1000;init;132.396426;12725734400
1649298517;1649298517;32;8;16;1000;vacuum;0.066061;487576
1649306986;1649308041;32;8;16;7500;init;1054.470547;95439635240
1649308041;1649308041;32;8;16;7500;vacuum;0.113369;4034368
1649316645;1649316668;1;8;16;100;init;23.227156;1460837576
1649316668;1649316668;1;8;16;100;vacuum;0.086636;104136
1649325147;1649325351;1;8;16;1000;init;203.647070;14607567216
1649325351;1649325351;1;8;16;1000;vacuum;0.248993;243616
1649333831;1649335478;1;8;16;7500;init;1646.700248;109554239176
1649335478;1649335479;1;8;16;7500;vacuum;1.558979;4289152
1649342464;1649342481;4;64;16;100;init;16.432617;1307617096
1649342481;1649342481;4;64;16;100;vacuum;0.058151;108784
1649350956;1649351088;4;64;16;1000;init;132.412786;13075008280
1649351088;1649351088;4;64;16;1000;vacuum;0.091377;235656
1649359560;1649360665;4;64;16;7500;init;1105.073120;98061480624
1649360665;1649360665;4;64;16;7500;vacuum;0.381671;3792072
1649369276;1649369292;32;1;16;100;init;15.428328;1299753888
1649369292;1649369292;32;1;16;100;vacuum;0.061774;444536
1649377766;1649377911;32;1;16;1000;init;144.535020;12992974952
1649377911;1649377911;32;1;16;1000;vacuum;0.059269;502184
1649386383;1649387536;32;1;16;7500;init;1152.990504;97443869792
1649387536;1649387536;32;1;16;7500;vacuum;0.114494;4121768
1649396139;1649396156;4;1;16;100;init;17.138884;1338509592
1649396156;1649396156;4;1;16;100;vacuum;0.060552;145336
1649404630;1649404772;4;1;16;1000;init;141.441200;13383905600
1649404772;1649404772;4;1;16;1000;vacuum;0.095197;277704
1649413248;1649414386;4;1;16;7500;init;1137.511072;100378188592
1649414386;1649414386;4;1;16;7500;vacuum;0.384367;3933184
1649423003;1649423027;1;4;16;100;init;23.978160;1465142600
1649423027;1649423027;1;4;16;100;vacuum;0.086643;105368
1649431505;1649431715;1;4;16;1000;init;210.000658;14650615208
1649431715;1649431716;1;4;16;1000;vacuum;0.256406;243520
1649440196;1649441911;1;4;16;7500;init;1715.036453;109877091544
1649441911;1649441913;1;4;16;7500;vacuum;1.532921;4303064
1649448739;1649448762;1;16;16;100;init;23.018031;1458694544
1649448762;1649448762;1;16;16;100;vacuum;0.087521;91968
1649457241;1649457447;1;16;16;1000;init;205.972209;14586137944
1649457447;1649457447;1;16;16;1000;vacuum;0.260496;243736
1649465928;1649467611;1;16;16;7500;init;1682.495644;109393338168
1649467611;1649467612;1;16;16;7500;vacuum;1.628909;4293048
