run|epoch|ts|lsn|checkpoints_timed|checkpoints_req|checkpoint_write_time|checkpoint_sync_time|buffers_checkpoint|buffers_clean|maxwritten_clean|buffers_backend|buffers_backend_fsync|buffers_alloc|stats_reset
1|1642704794.264129|2022-01-20 19:53:14.264129+01|40/B65D2000|21|12|8588971|2845|811589|3104884|30956|145830955|0|1049630341|2022-01-20 14:02:47.606473+01
1|1642704795.290886|2022-01-20 19:53:15.290886+01|40/B7AD5058|21|12|8588971|2845|811589|3104884|30956|145830955|0|1049718268|2022-01-20 14:02:47.606473+01
2|1642704796.319255|2022-01-20 19:53:16.319255+01|40/B8FA3848|21|12|8588971|2845|811589|3104884|30956|145830955|0|1049807508|2022-01-20 14:02:47.606473+01
3|1642704797.348213|2022-01-20 19:53:17.348213+01|40/BA404428|21|12|8588971|2845|811589|3105227|30959|145830955|0|1049896677|2022-01-20 14:02:47.606473+01
4|1642704798.374622|2022-01-20 19:53:18.374622+01|40/BACCA680|21|12|8588971|2845|811589|3105727|30964|145830955|0|1049935843|2022-01-20 14:02:47.606473+01
5|1642704799.400863|2022-01-20 19:53:19.400863+01|40/BB503910|21|12|8588971|2845|811589|3106227|30969|145830955|0|1049972928|2022-01-20 14:02:47.606473+01
6|1642704800.427522|2022-01-20 19:53:20.427522+01|40/BBD9CA08|21|12|8588971|2845|811589|3106727|30974|145960662|0|1050011083|2022-01-20 14:02:47.606473+01
7|1642704801.452603|2022-01-20 19:53:21.452603+01|40/BC696F58|21|12|8588971|2845|811589|3107227|30979|145960662|0|1050047897|2022-01-20 14:02:47.606473+01
8|1642704802.478759|2022-01-20 19:53:22.478759+01|40/BCF1DBD8|21|12|8588971|2845|811589|3107727|30984|145960662|0|1050086124|2022-01-20 14:02:47.606473+01
9|1642704803.506405|2022-01-20 19:53:23.506405+01|40/BD77EAE8|21|12|8588971|2845|811589|3108227|30989|145960662|0|1050124600|2022-01-20 14:02:47.606473+01
10|1642704804.535324|2022-01-20 19:53:24.535324+01|40/BE005508|21|12|8588971|2845|811589|3108727|30994|146090117|0|1050161445|2022-01-20 14:02:47.606473+01
11|1642704805.561031|2022-01-20 19:53:25.561031+01|40/BE8EEA80|21|12|8588971|2845|811589|3109227|30999|146090117|0|1050198805|2022-01-20 14:02:47.606473+01
12|1642704806.584679|2022-01-20 19:53:26.584679+01|40/BF078FA0|21|12|8588971|2845|811589|3109727|31004|146090117|0|1050234926|2022-01-20 14:02:47.606473+01
13|1642704807.608759|2022-01-20 19:53:27.608759+01|40/BF737CF8|21|12|8588971|2845|811589|3110227|31009|146219393|0|1050264493|2022-01-20 14:02:47.606473+01
14|1642704808.634928|2022-01-20 19:53:28.634928+01|40/C020CA50|21|12|8588971|2845|811589|3110727|31014|146219393|0|1050308489|2022-01-20 14:02:47.606473+01
