10 74333
20 88117
30 81306
40 85855
50 73481
60 84127
70 81343
80 85483
90 73183
100 85236
110 81012
120 76326
130 80247
140 84046
150 79682
160 76766
170 80288
180 83579
190 78881
200 76029
210 79641
220 83994
230 79622
240 75663
250 79906
260 84127
270 81526
280 75270
290 83660
300 80589
310 74715
320 80611
330 82903
340 80596
350 76227
360 80107
370 84512
380 80667
390 76637
400 80018
410 84983
420 79457
430 75936
440 78888
450 83062
460 79834
470 76347
480 80127
490 83056
500 71461
510 83142
520 79226
530 83511
540 71065
550 83094
560 78034
570 83001
580 70967
590 84089
600 82559
610 79871
620 75072
630 79472
640 82908
650 71503
660 82874
670 79173
680 83284
690 71964
700 84755
710 80880
720 83270
730 70597
740 82589
750 78313
760 81973
770 70924
780 84375
790 80488
800 76759
810 82836
820 81980
830 84673
840 72439
850 84857
860 80041
870 84716
880 72649
890 84592
900 79366
910 83368
920 71759
930 83201
940 80453
950 76185
960 79132
970 81778
980 79713
990 74740
1000 80687
1010 84220
1020 82582
1030 74797
1040 82872
1050 81824
1060 84917
1070 72695
1080 83440
1090 79685
1100 83446
1110 71350
1120 84862
1130 80554
1140 73563
1150 77976
1160 81874
1170 77690
1180 73928
1190 77959
1200 81438
1210 78379
1220 74386
1230 77626
1240 82221
1250 81791
1260 70271
1270 80610
1280 77283
1290 72830
1300 78031
1310 80955
1320 77262
1330 72787
1340 78187
1350 81772
1360 77921
1370 73911
1380 78300
1390 81374
1400 78727
1410 73921
1420 77661
1430 82419
1440 70672
1450 82099
1460 78914
1470 81506
1480 71780
1490 80651
1500 80313
1510 79130
1520 74091
1530 78271
1540 82231
1550 77688
1560 74359
1570 77410
1580 80680
1590 68978
1600 79890
1610 76653
1620 80501
1630 71006
1640 82113
1650 78329
1660 81911
1670 70307
1680 81422
1690 77160
1700 80589
1710 68703
1720 82599
1730 79672
1740 82018
1750 70671
1760 82518
1770 78535
1780 74483
1790 79132
1800 67415
