1649940959;1649940966;8;8;16;50;init;6.725358;644203072
1649940966;1649940966;8;8;16;50;vacuum;0.043154;199912
1649949430;1649949461;8;8;16;250;init;31.473025;3220206048
1649949461;1649949461;8;8;16;250;vacuum;0.103884;213568
1649957925;1649958062;8;8;16;1000;init;137.046117;12880218368
1649958062;1649958062;8;8;16;1000;vacuum;0.106078;318104
1649966645;1649966651;32;8;16;50;init;6.635359;636761768
1649966651;1649966651;32;8;16;50;vacuum;0.046984;425544
1649975115;1649975145;32;8;16;250;init;30.577883;3181779360
1649975145;1649975146;32;8;16;250;vacuum;0.134089;387928
1649983608;1649983759;32;8;16;1000;init;150.416920;12725688264
1649983759;1649983759;32;8;16;1000;vacuum;0.143057;489408
1649992341;1649992352;1;8;16;50;init;10.976464;730469176
1649992352;1649992352;1;8;16;50;vacuum;0.056140;88936
1650000816;1650000865;1;8;16;250;init;48.946932;3651907272
1650000865;1650000865;1;8;16;250;vacuum;0.137315;132128
1650009329;1650009533;1;8;16;1000;init;204.204643;14607290384
1650009533;1650009533;1;8;16;1000;vacuum;0.262910;269776
1650018142;1650018150;4;64;16;50;init;7.145389;653862440
1650018150;1650018150;4;64;16;50;vacuum;0.045529;108000
1650026613;1650026647;4;64;16;250;init;33.917315;3268835288
1650026647;1650026647;4;64;16;250;vacuum;0.096625;106232
1650035110;1650035260;4;64;16;1000;init;149.063723;13074960752
1650035260;1650035260;4;64;16;1000;vacuum;0.135203;207096
1650043843;1650043851;32;1;16;50;init;7.283733;650133768
1650043851;1650043851;32;1;16;50;vacuum;0.047932;437472
1650052314;1650052376;32;1;16;250;init;61.796481;3248597200
1650052376;1650052376;32;1;16;250;vacuum;0.148329;398176
1650060839;1650061095;32;1;16;1000;init;255.876789;12992928720
1650061095;1650061095;32;1;16;1000;vacuum;0.146237;500800
1650069677;1650069685;4;1;16;50;init;7.683122;669309960
1650069685;1650069685;4;1;16;50;vacuum;0.046017;132480
1650078149;1650078199;4;1;16;250;init;50.788487;3346061712
1650078199;1650078199;4;1;16;250;vacuum;0.090035;163136
1650086663;1650086875;4;1;16;1000;init;211.999926;13383857568
1650086875;1650086875;4;1;16;1000;vacuum;0.124605;275192
1650095458;1650095470;1;4;16;50;init;11.243475;732621832
1650095470;1650095470;1;4;16;50;vacuum;0.056771;96184
1650103933;1650103982;1;4;16;250;init;48.860401;3662668392
1650103982;1650103982;1;4;16;250;vacuum;0.125095;132456
1650112446;1650112653;1;4;16;1000;init;206.882199;14650337408
1650112653;1650112653;1;4;16;1000;vacuum;0.281623;286392
1650121260;1650121271;1;16;16;50;init;10.990461;729397576
1650121271;1650121271;1;16;16;50;vacuum;0.056931;86704
1650129735;1650129784;1;16;16;250;init;49.175352;3646549144
1650129784;1650129784;1;16;16;250;vacuum;0.139355;132176
1650138249;1650138452;1;16;16;1000;init;202.998297;14585861544
