10 58883
20 70880
30 65701
40 78516
50 76957
60 83433
70 72019
80 84127
90 81444
100 84791
110 71999
120 84125
130 80951
140 84922
150 72612
160 85215
170 81116
180 75678
190 82616
200 81895
210 84853
220 73410
230 84252
240 80988
250 84969
260 73038
270 85553
280 81126
290 84951
300 72795
310 84101
320 81081
330 76418
340 81093
350 85722
360 81613
370 76736
380 81279
390 85292
400 83036
410 75108
420 81979
430 82884
440 81087
450 75273
460 81287
470 83244
480 76781
490 80218
500 85086
510 80391
520 76140
530 80432
540 83858
550 79497
560 76467
570 79814
580 84849
590 79602
600 76711
610 79705
620 82897
630 72576
640 83078
650 81520
660 82196
670 73037
680 83308
690 85597
700 81154
710 77536
720 80717
730 83579
740 79579
750 77383
760 80927
770 86116
780 80209
790 75271
800 78284
810 84122
820 73463
830 85068
840 81587
850 84888
860 74255
870 84797
880 82978
890 84046
900 66417
910 65722
920 68582
930 74994
940 58755
950 70998
960 69463
970 75049
980 65266
990 77856
1000 75072
1010 79756
1020 68196
1030 78360
1040 75700
1050 72587
1060 78643
1070 82438
1080 77664
1090 68100
1100 78446
1110 78541
1120 82526
1130 71554
1140 80768
1150 77157
1160 79503
1170 69706
1180 79890
1190 78804
1200 79134
1210 70545
1220 80018
1230 77970
1240 71725
1250 78440
1260 80035
1270 76004
1280 71474
1290 77776
1300 79727
1310 81234
1320 69431
1330 80012
1340 76677
1350 77540
1360 71348
1370 77581
1380 79789
1390 76464
1400 72340
1410 80598
1420 77411
1430 69969
1440 79455
1450 79989
1460 76927
1470 73507
1480 77136
1490 81571
1500 77041
1510 70220
1520 80834
1530 80775
1540 77404
1550 73551
1560 77012
1570 81535
1580 77348
1590 73506
1600 76956
1610 81183
1620 69041
1630 80432
1640 77774
1650 81467
1660 70078
1670 81236
1680 79054
1690 82632
1700 70488
1710 83627
1720 80306
1730 84587
1740 71618
1750 84072
1760 78740
1770 75956
1780 79180
1790 83375
1800 31433
