1648831525;1648831532;8;8;16;50;init;6.705079;644020728
1648831532;1648831532;8;8;16;50;vacuum;0.044086;39848
1648839995;1648840026;8;8;16;250;init;30.896383;3219941600
1648840026;1648840026;8;8;16;250;vacuum;0.093617;71192
1648848489;1648848637;8;8;16;1000;init;148.053215;12879641824
1648848637;1648848637;8;8;16;1000;vacuum;0.143759;175512
1648857220;1648857226;32;8;16;50;init;6.697353;636294840
1648857226;1648857226;32;8;16;50;vacuum;0.047719;42160
1648865690;1648865720;32;8;16;250;init;30.201346;3181312656
1648865720;1648865720;32;8;16;250;vacuum;0.141614;70288
1648874183;1648874340;32;8;16;1000;init;157.746894;12725123000
1648874340;1648874341;32;8;16;1000;vacuum;0.152972;166544
1648882923;1648882934;1;8;16;50;init;11.182252;730247480
1648882934;1648882934;1;8;16;50;vacuum;0.056506;49536
1648891398;1648891446;1;8;16;250;init;48.830588;3650951272
1648891446;1648891446;1;8;16;250;vacuum;0.124709;86216
1648899910;1648900127;1;8;16;1000;init;216.370105;14603584184
1648900127;1648900127;1;8;16;1000;vacuum;0.292077;239688
1648908720;1648908727;4;64;16;50;init;7.225730;653739960
1648908727;1648908727;4;64;16;50;vacuum;0.045309;35528
1648917190;1648917223;4;64;16;250;init;33.355561;3268540592
1648917223;1648917223;4;64;16;250;vacuum;0.054729;76368
1648925686;1648925851;4;64;16;1000;init;164.853385;13074039304
1648925851;1648925851;4;64;16;1000;vacuum;0.153784;129568
1648934434;1648934441;32;1;16;50;init;7.129735;649657072
1648934441;1648934441;32;1;16;50;vacuum;0.047758;45472
1648942904;1648942964;32;1;16;250;init;59.606353;3248120416
1648942964;1648942964;32;1;16;250;vacuum;0.127426;74104
1648951426;1648951644;32;1;16;1000;init;217.815342;12992351128
1648951644;1648951644;32;1;16;1000;vacuum;0.186691;176768
1648960225;1648960233;4;1;16;50;init;7.748950;669184600
1648960233;1648960233;4;1;16;50;vacuum;0.046100;47576
1648968697;1648968747;4;1;16;250;init;50.613846;3345760096
1648968747;1648968747;4;1;16;250;vacuum;0.094035;77440
1648977210;1648977404;4;1;16;1000;init;193.434275;13382913880
1648977404;1648977404;4;1;16;1000;vacuum;0.167949;190848
1648985987;1648985998;1;4;16;50;init;11.047050;732399488
1648985998;1648985998;1;4;16;50;vacuum;0.056842;53336
