10 9548
20 10249
30 9990
40 9255
50 9042
60 7909
70 8145
80 8260
90 7364
100 6932
110 8065
120 8022
130 7791
140 8326
150 6721
160 8323
170 7520
180 7432
190 8175
200 6630
210 7713
220 8663
230 7665
240 7770
250 7512
260 7335
270 8356
280 7520
290 7946
300 6697
310 7987
320 7227
330 7815
340 8148
350 6483
360 8178
370 7349
380 7665
390 8276
400 6493
410 8033
420 7171
430 6876
440 7926
450 6596
460 8544
470 7117
480 7790
490 6872
500 6872
510 6935
520 7216
530 8247
540 7532
550 7119
560 6880
570 7726
580 7034
590 7852
600 6962
610 7148
620 7793
630 7595
640 8093
650 6550
660 8894
670 7135
680 8392
690 7703
700 7237
710 8102
720 7521
730 7503
740 6452
750 6168
760 7577
770 7483
780 7086
790 7034
800 6315
810 7249
820 7500
830 7769
840 7063
850 8402
860 8094
870 7938
880 8340
890 7335
900 7613
910 8426
920 7983
930 8023
940 7523
950 8704
960 8552
970 8381
980 8432
990 7573
1000 8883
1010 8560
1020 8298
1030 8251
1040 7581
1050 8215
1060 8339
1070 8781
1080 8485
1090 7535
1100 8503
1110 8188
1120 8951
1130 7518
1140 8003
1150 8435
1160 8628
1170 8596
1180 7486
1190 8401
1200 7973
1210 8575
1220 9031
1230 7781
1240 8877
1250 8684
1260 9266
1270 9230
1280 7804
1290 8985
1300 9079
1310 9072
1320 9524
1330 8018
1340 8794
1350 8697
1360 8863
1370 8400
1380 9337
1390 8731
1400 8906
1410 8152
1420 7246
1430 8698
1440 8368
1450 8311
1460 8905
1470 7741
1480 8226
1490 8794
1500 8394
1510 8246
1520 7334
1530 8897
1540 8939
1550 8592
1560 9183
1570 7649
1580 8683
1590 8767
1600 8493
1610 8693
1620 8508
1630 8329
1640 8643
1650 8875
1660 8831
1670 7485
1680 8827
1690 8364
1700 8462
1710 7955
1720 8844
1730 8571
1740 8699
1750 8612
1760 7770
1770 9059
1780 9237
1790 8386
1800 1943
