1642439955;1642440855;8;8;16;100;ro;542674.440208;900.015857;88
1642440915;1642441815;8;8;16;100;ro;549307.437636;900.055491;232
1642441875;1642442783;8;8;16;100;ro;540628.380130;907.878075;0
1642442843;1642444643;8;8;16;100;rw;87148.740981;1800.028702;40706362408
1642444703;1642446503;8;8;16;100;rw;88056.394164;1800.031355;42365099728
1642446564;1642448367;8;8;16;100;rw;88464.431154;1803.424498;42716702256
1642448556;1642449456;8;8;16;1000;ro;444408.897102;900.019679;4064
1642449516;1642450416;8;8;16;1000;ro;444805.647776;900.017269;0
1642450476;1642451383;8;8;16;1000;ro;440949.983905;906.723891;0
1642451443;1642453243;8;8;16;1000;rw;77693.101053;1800.058898;37641692624
1642453303;1642455103;8;8;16;1000;rw;75783.766524;1800.028262;38762433256
1642455163;1642456966;8;8;16;1000;rw;76221.283876;1803.029767;36389210640
1642458137;1642459037;8;8;16;7500;ro;257360.807251;900.066065;2216
1642459098;1642459998;8;8;16;7500;ro;256415.889339;900.032444;0
1642460058;1642460962;8;8;16;7500;ro;255817.860743;904.459568;0
1642461023;1642462823;8;8;16;7500;rw;58069.918812;1800.044770;29208543768
1642462883;1642464683;8;8;16;7500;rw;58551.399011;1800.057135;29085602488
1642464743;1642466546;8;8;16;7500;rw;56614.401764;1802.445947;29043814696
1642466768;1642467668;4;64;16;100;ro;527309.512802;900.029344;37600
1642467728;1642468628;4;64;16;100;ro;529546.874608;900.018010;232
1642468688;1642469596;4;64;16;100;ro;523081.673713;907.653774;0
1642469656;1642471456;4;64;16;100;rw;71299.996074;1800.016843;34492686048
1642471516;1642473316;4;64;16;100;rw;72635.493748;1800.020673;36308034520
1642473376;1642475179;4;64;16;100;rw;72043.917492;1802.868694;36200209416
1642475375;1642476275;4;64;16;1000;ro;448210.339285;900.015555;2864
1642476335;1642477235;4;64;16;1000;ro;449708.260649;900.016770;0
1642477295;1642478202;4;64;16;1000;ro;448544.045721;906.881165;0
1642478262;1642480062;4;64;16;1000;rw;66292.803482;1800.034388;32332910168
1642480122;1642481922;4;64;16;1000;rw;65970.646289;1800.055609;33706453656
1642481983;1642483785;4;64;16;1000;rw;65016.170418;1802.701382;34133880032
1642485005;1642485905;4;64;16;7500;ro;325120.264865;900.066512;31408
1642485965;1642486865;4;64;16;7500;ro;325543.657591;900.060627;0
1642486925;1642487831;4;64;16;7500;ro;324347.754100;905.345271;0
1642487891;1642489691;4;64;16;7500;rw;57494.514423;1800.029290;30873816904
1642489751;1642491551;4;64;16;7500;rw;58154.623628;1800.060812;29292934592
1642491611;1642493414;4;64;16;7500;rw;58146.116626;1802.552576;28340701080
1642493634;1642494534;32;1;16;100;ro;532038.926251;900.016697;848
1642494594;1642495494;32;1;16;100;ro;532822.942596;900.020728;0
1642495554;1642496462;32;1;16;100;ro;529477.665612;907.819493;0
1642496522;1642498322;32;1;16;100;rw;80168.233071;1800.029216;37518131512
1642498382;1642500182;32;1;16;100;rw;88495.029056;1800.054521;38830065368
1642500242;1642502046;32;1;16;100;rw;91007.528146;1803.421800;37058602024
1642502247;1642503147;32;1;16;1000;ro;390334.503258;900.016231;1280
1642503207;1642504107;32;1;16;1000;ro;392507.569108;900.017158;0
1642504168;1642505074;32;1;16;1000;ro;389523.087928;905.940191;0
1642505134;1642506934;32;1;16;1000;rw;48171.013147;1800.063738;23435929800
1642506994;1642508794;32;1;16;1000;rw;47656.787104;1800.055585;23933884096
1642508854;1642510656;32;1;16;1000;rw;47302.671649;1802.115161;22852758544
1642511846;1642512746;32;1;16;7500;ro;75747.520896;900.064334;952
1642512806;1642513706;32;1;16;7500;ro;75818.491709;900.058315;0
1642513767;1642514668;32;1;16;7500;ro;76171.584173;901.640770;0
1642514728;1642516528;32;1;16;7500;rw;28136.665308;1800.089550;14616155880
1642516589;1642518389;32;1;16;7500;rw;29257.993547;1800.080672;14172240928
1642518449;1642520250;32;1;16;7500;rw;28703.005093;1801.402990;14246249008
1642520468;1642521368;4;1;16;100;ro;520814.791053;900.049069;360
1642521428;1642522328;4;1;16;100;ro;522574.474045;900.055853;232
1642522388;1642523296;4;1;16;100;ro;517789.342138;907.622508;0
1642523356;1642525156;4;1;16;100;rw;87468.873166;1800.048446;43408638112
1642525216;1642527016;4;1;16;100;rw;89927.749383;1800.077564;45854951144
1642527076;1642528880;4;1;16;100;rw;88965.098145;1803.403564;45328795872
1642529080;1642529980;4;1;16;1000;ro;447371.267396;900.015839;536
1642530040;1642530941;4;1;16;1000;ro;446003.078322;900.016398;0
1642531001;1642531907;4;1;16;1000;ro;441878.778918;906.713609;0
1642531967;1642533767;4;1;16;1000;rw;80377.300841;1800.051525;40116104120
1642533828;1642535628;4;1;16;1000;rw;78617.682767;1800.021941;41408824120
1642535688;1642537491;4;1;16;1000;rw;77128.716163;1802.983317;40548237192
1642538765;1642539665;4;1;16;7500;ro;310724.539863;900.021565;1184
1642539725;1642540626;4;1;16;7500;ro;308531.215967;900.022770;0
1642540686;1642541591;4;1;16;7500;ro;308302.581907;905.043557;0
1642541651;1642543451;4;1;16;7500;rw;67927.730166;1800.059306;36642196112
1642543511;1642545311;4;1;16;7500;rw;67553.848440;1800.064154;34930658792
1642545372;1642547175;4;1;16;7500;rw;67500.422623;1803.032306;34079051608
1642547404;1642548304;1;4;16;100;ro;522628.391054;900.063152;1568
1642548364;1642549264;1;4;16;100;ro;518674.107751;900.016250;232
1642549324;1642550232;1;4;16;100;ro;515923.471768;907.549622;0
1642550292;1642552092;1;4;16;100;rw;84673.114849;1800.028107;42393799704
1642552152;1642553952;1;4;16;100;rw;85656.732439;1800.052963;43339239992
1642554012;1642555816;1;4;16;100;rw;83996.553036;1803.328267;43144728576
1642556092;1642556992;1;4;16;1000;ro;440128.865722;900.054547;1520
1642557052;1642557952;1;4;16;1000;ro;442952.608426;900.029945;0
1642558012;1642558919;1;4;16;1000;ro;442867.734160;906.784592;0
1642558979;1642560779;1;4;16;1000;rw;78489.583937;1800.056069;40439491904
1642560839;1642562640;1;4;16;1000;rw;77738.054793;1800.028734;38966606624
1642562700;1642564503;1;4;16;1000;rw;77536.196846;1803.506986;38790766592
1642566356;1642567257;1;4;16;7500;ro;324985.249305;900.024539;1912
1642567317;1642568217;1;4;16;7500;ro;324384.081901;900.027594;0
1642568277;1642569182;1;4;16;7500;ro;317611.315578;905.295102;0
1642569243;1642571043;1;4;16;7500;rw;67067.621187;1800.066810;44528170552
1642571103;1642572903;1;4;16;7500;rw;66362.196551;1800.067334;38731292320
1642572963;1642574766;1;4;16;7500;rw;67209.749085;1802.835944;35839140800
1642575012;1642575912;1;16;16;100;ro;524092.290990;900.022398;12360
1642575972;1642576872;1;16;16;100;ro;523402.896428;900.016273;232
1642576932;1642577840;1;16;16;100;ro;522401.298270;907.756507;0
1642577900;1642579700;1;16;16;100;rw;81101.475492;1800.027614;40730776120
1642579760;1642581560;1;16;16;100;rw;82308.135353;1800.030220;41564898736
1642581621;1642583424;1;16;16;100;rw;81232.238799;1803.383068;41914331944
1642583689;1642584589;1;16;16;1000;ro;447337.198432;900.021444;8848
1642584649;1642585549;1;16;16;1000;ro;447722.214858;900.031411;0
1642585609;1642586516;1;16;16;1000;ro;446002.797921;906.839084;0
1642586576;1642588376;1;16;16;1000;rw;76479.472752;1800.059876;39323946512
1642588437;1642590237;1;16;16;1000;rw;75702.483331;1800.081298;37737210632
1642590297;1642592100;1;16;16;1000;rw;75171.564850;1803.235544;37516779864
1642593912;1642594812;1;16;16;7500;ro;310585.105588;900.032708;8056
1642594872;1642595772;1;16;16;7500;ro;313436.283161;900.066736;0
1642595832;1642596738;1;16;16;7500;ro;312080.780977;905.135400;0
1642596798;1642598598;1;16;16;7500;rw;62712.544112;1800.083328;41734460304
1642598658;1642600458;1;16;16;7500;rw;62787.243240;1800.042486;37042098672
1642600518;1642602322;1;16;16;7500;rw;63176.083062;1803.024520;34451917288
1642602563;1642603463;16;64;16;100;ro;524641.130630;900.015836;11536
1642603523;1642604423;16;64;16;100;ro;524833.310821;900.016977;232
1642604483;1642605391;16;64;16;100;ro;516370.443324;907.546029;0
1642605451;1642607251;16;64;16;100;rw;69767.768993;1800.023603;32257337632
1642607311;1642609111;16;64;16;100;rw;70858.182007;1800.054426;34087264232
1642609171;1642610974;16;64;16;100;rw;70405.288677;1802.724444;33666465856
1642611161;1642612061;16;64;16;1000;ro;419611.667295;900.015178;7984
1642612121;1642613022;16;64;16;1000;ro;424532.476403;900.021524;0
1642613082;1642613988;16;64;16;1000;ro;422070.828342;906.372656;0
1642614048;1642615848;16;64;16;1000;rw;55757.615630;1800.041068;26519642696
