1642439939;1642439955;8;8;16;100;init;15.425213;1288009688
1642439955;1642439955;8;8;16;100;vacuum;0.056170;53280
1642448428;1642448556;8;8;16;1000;init;127.227030;12879660952
1642448556;1642448556;8;8;16;1000;vacuum;0.077887;177616
1642457027;1642458137;8;8;16;7500;init;1109.931032;96597061888
1642458137;1642458137;8;8;16;7500;vacuum;0.216025;1084440
1642466751;1642466768;4;64;16;100;init;16.510339;1307448736
1642466768;1642466768;4;64;16;100;vacuum;0.057745;16656
1642475243;1642475375;4;64;16;1000;init;132.321017;13074059696
1642475375;1642475375;4;64;16;1000;vacuum;0.090944;185824
1642483847;1642485004;4;64;16;7500;init;1157.564866;98055051976
1642485004;1642485005;4;64;16;7500;vacuum;0.378015;1107520
1642493618;1642493634;32;1;16;100;init;15.469180;1299281320
1642493634;1642493634;32;1;16;100;vacuum;0.062143;52480
1642502107;1642502247;32;1;16;1000;init;139.934861;12992368592
1642502247;1642502247;32;1;16;1000;vacuum;0.061665;177248
1642510717;1642511846;32;1;16;7500;init;1128.800417;97442373928
1642511846;1642511846;32;1;16;7500;vacuum;0.104909;1067792
1642520451;1642520468;4;1;16;100;init;16.973538;1338337248
1642520468;1642520468;4;1;16;100;vacuum;0.060301;55168
1642528942;1642529080;4;1;16;1000;init;138.316902;13382934664
1642529080;1642529080;4;1;16;1000;vacuum;0.092569;192616
1642537552;1642538765;4;1;16;7500;init;1212.669495;100371605032
1642538765;1642538765;4;1;16;7500;vacuum;0.378115;1164328
1642547380;1642547404;1;4;16;100;init;23.226705;1464738016
1642547404;1642547404;1;4;16;100;vacuum;0.086532;64536
1642555880;1642556091;1;4;16;1000;init;210.748206;14646785848
1642556091;1642556092;1;4;16;1000;vacuum;0.264595;239152
1642564568;1642566355;1;4;16;7500;init;1786.448592;109849342152
1642566355;1642566356;1;4;16;7500;vacuum;1.553870;1487688
1642574989;1642575012;1;16;16;100;init;22.589287;1458291736
1642575012;1642575012;1;16;16;100;vacuum;0.086386;53456
1642583491;1642583689;1;16;16;1000;init;197.679651;14582325560
1642583689;1642583689;1;16;16;1000;vacuum;0.259130;230768
1642592171;1642593910;1;16;16;7500;init;1738.700588;109365896760
1642593910;1642593912;1;16;16;7500;vacuum;1.625468;1475048
1642602548;1642602563;16;64;16;100;init;15.024450;1273473032
1642602563;1642602563;16;64;16;100;vacuum;0.055718;41288
1642611036;1642611161;16;64;16;1000;init;124.816445;12734295592
1642611161;1642611161;16;64;16;1000;vacuum;0.065314;171968
1642619631;1642620702;16;64;16;7500;init;1070.618792;95506829848
1642620702;1642620702;16;64;16;7500;vacuum;0.149892;1006448
1642629310;1642629333;1;32;16;100;init;22.474810;1457222872
