10 627756895.20000000
20 468951488.80000000
30 520201088.00000000
40 488238648.80000000
50 466370261.60000000
60 402222116.80000000
70 418567556.80000000
80 370884690.40000000
90 384555539.20000000
100 298092873.60000000
110 305482806.40000000
120 282460496.80000000
130 408875771.20000000
140 413979820.00000000
150 287657148.80000000
160 263098216.00000000
170 305527144.80000000
180 261007453.60000000
190 279171587.20000000
200 281727624.80000000
210 262372705.60000000
220 268457237.60000000
230 231998815.20000000
240 257185008.00000000
250 229821941.60000000
260 253155679.20000000
270 214968420.80000000
280 214794970.40000000
290 214746789.60000000
300 203954604.00000000
310 248065983.20000000
320 228818072.00000000
330 289822190.40000000
340 335010383.20000000
350 368768913.60000000
360 334161027.20000000
370 314599992.80000000
380 305171086.40000000
390 325540880.00000000
400 316109531.20000000
410 284131261.60000000
420 304461896.80000000
430 268986661.60000000
440 257431660.80000000
450 288968896.00000000
460 262884560.00000000
470 281968816.00000000
480 236588981.60000000
490 221739460.80000000
500 251056120.80000000
510 215179564.80000000
520 339974556.80000000
530 347262270.40000000
540 306378438.40000000
550 353251798.40000000
560 313748772.80000000
570 330749784.00000000
580 296439144.00000000
590 311824600.00000000
600 305084602.40000000
610 275043556.00000000
620 314629404.00000000
630 242928638.40000000
640 279259631.20000000
650 271071672.00000000
660 235116844.00000000
670 269110212.00000000
680 225508363.20000000
690 380192789.60000000
700 401745168.00000000
710 414320571.20000000
720 328339215.20000000
730 351669616.00000000
740 329562306.40000000
750 307698244.80000000
760 364228767.20000000
770 410578635.20000000
780 385738062.40000000
790 308644399.20000000
800 274320916.00000000
810 290206500.80000000
820 261502844.80000000
830 267771704.00000000
840 244613145.60000000
850 238188128.00000000
860 251451116.00000000
870 302201939.20000000
880 337166087.20000000
890 360178208.00000000
900 312018077.60000000
910 319485058.40000000
920 339447184.00000000
930 298311048.80000000
940 329280737.60000000
950 284552667.20000000
960 291760100.80000000
970 304417414.40000000
980 268950896.00000000
990 304346256.00000000
1000 249173470.40000000
1010 286194496.80000000
1020 245293728.80000000
1030 215128476.80000000
1040 268551216.00000000
1050 289221058.40000000
1060 323541898.40000000
1070 320171232.00000000
1080 311770047.20000000
1090 356981983.20000000
1100 310594867.20000000
1110 321613150.40000000
1120 283849448.00000000
1130 303427604.80000000
1140 295479617.60000000
1150 275672677.60000000
1160 303650707.20000000
1170 244039402.40000000
1180 293790890.40000000
1190 279702862.40000000
1200 250415300.00000000
1210 241766695.20000000
1220 207062426.40000000
1230 253308422.40000000
1240 263923896.00000000
1250 367727833.60000000
1260 310334052.00000000
1270 311543877.60000000
1280 332235391.20000000
1290 337323856.00000000
1300 306183297.60000000
1310 285134994.40000000
1320 293364016.00000000
1330 283002412.00000000
1340 279842880.80000000
1350 282597719.20000000
1360 293401516.00000000
1370 266200196.80000000
1380 229734687.20000000
1390 252131726.40000000
1400 258284380.00000000
1410 225023935.20000000
1420 215485104.00000000
1430 308794084.00000000
1440 323284982.40000000
1450 342648010.40000000
1460 277095856.80000000
1470 337039868.80000000
1480 314738066.40000000
1490 274474198.40000000
1500 317927414.40000000
1510 295925805.60000000
1520 273470576.00000000
1530 283023165.60000000
1540 295633059.20000000
1550 278221971.20000000
1560 263896241.60000000
1570 294557204.00000000
1580 252011255.20000000
1590 228874220.80000000
1600 236584640.00000000
1610 235953394.40000000
1620 258208706.40000000
1630 341437760.80000000
1640 370270351.20000000
1650 367242729.60000000
1660 301681764.00000000
1670 297147435.20000000
1680 314660544.80000000
1690 290197560.00000000
1700 277363018.40000000
1710 291567582.40000000
1720 282860220.80000000
1730 252224629.60000000
1740 291793042.40000000
1750 235168437.60000000
1760 271742816.80000000
1770 251057568.00000000
1780 280039875.20000000
1790 222418402.40000000
1800 99389360.000000000000
